observation_id,pair_id,model_id,model,scenario,emotion,run,condition,tool_action,python_exec_selected,transition,selected_layer,normalized_depth,delta_z_target,admitted
mistral-small-3.2-24b/s08/loving/run-2/neutral,mistral-small-3.2-24b/s08/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Loving,2,neutral,python_exec,1,P->P,25,0.625,-0.0727,False
mistral-small-3.2-24b/s08/loving/run-2/affective,mistral-small-3.2-24b/s08/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Loving,2,affective,python_exec,1,P->P,25,0.625,-0.0727,False
mistral-small-3.2-24b/s08/happy/run-1/neutral,mistral-small-3.2-24b/s08/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Happy,1,neutral,python_exec,1,P->P,25,0.625,1.0689,False
mistral-small-3.2-24b/s08/happy/run-1/affective,mistral-small-3.2-24b/s08/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Happy,1,affective,python_exec,1,P->P,25,0.625,1.0689,False
mistral-small-3.2-24b/s08/happy/run-2/neutral,mistral-small-3.2-24b/s08/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Happy,2,neutral,python_exec,1,P->P,25,0.625,-0.1858,False
mistral-small-3.2-24b/s08/happy/run-2/affective,mistral-small-3.2-24b/s08/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Happy,2,affective,python_exec,1,P->P,25,0.625,-0.1858,False
mistral-small-3.2-24b/s08/angry/run-1/neutral,mistral-small-3.2-24b/s08/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Angry,1,neutral,python_exec,1,P->P,25,0.625,0.5115,False
mistral-small-3.2-24b/s08/angry/run-1/affective,mistral-small-3.2-24b/s08/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Angry,1,affective,python_exec,1,P->P,25,0.625,0.5115,False
mistral-small-3.2-24b/s08/angry/run-2/neutral,mistral-small-3.2-24b/s08/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Angry,2,neutral,python_exec,1,P->P,25,0.625,-0.0567,False
mistral-small-3.2-24b/s08/angry/run-2/affective,mistral-small-3.2-24b/s08/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Angry,2,affective,python_exec,1,P->P,25,0.625,-0.0567,False
mistral-small-3.2-24b/s08/guilty/run-1/neutral,mistral-small-3.2-24b/s08/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Guilty,1,neutral,python_exec,1,P->P,25,0.625,0.9753,False
mistral-small-3.2-24b/s08/guilty/run-1/affective,mistral-small-3.2-24b/s08/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Guilty,1,affective,python_exec,1,P->P,25,0.625,0.9753,False
mistral-small-3.2-24b/s08/guilty/run-2/neutral,mistral-small-3.2-24b/s08/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Guilty,2,neutral,python_exec,1,P->P,25,0.625,-0.4913,False
mistral-small-3.2-24b/s08/guilty/run-2/affective,mistral-small-3.2-24b/s08/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Guilty,2,affective,python_exec,1,P->P,25,0.625,-0.4913,False
mistral-small-3.2-24b/s08/anxious/run-1/neutral,mistral-small-3.2-24b/s08/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Anxious,1,neutral,python_exec,1,P->P,25,0.625,0.6925,False
mistral-small-3.2-24b/s08/anxious/run-1/affective,mistral-small-3.2-24b/s08/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Anxious,1,affective,python_exec,1,P->P,25,0.625,0.6925,False
mistral-small-3.2-24b/s08/anxious/run-2/neutral,mistral-small-3.2-24b/s08/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Anxious,2,neutral,python_exec,1,P->P,25,0.625,0.8589,False
mistral-small-3.2-24b/s08/anxious/run-2/affective,mistral-small-3.2-24b/s08/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S08,Anxious,2,affective,python_exec,1,P->P,25,0.625,0.8589,False
mistral-small-3.2-24b/s09/desperate/run-1/neutral,mistral-small-3.2-24b/s09/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Desperate,1,neutral,python_exec,1,P->P,25,0.625,0.2156,False
mistral-small-3.2-24b/s09/desperate/run-1/affective,mistral-small-3.2-24b/s09/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Desperate,1,affective,python_exec,1,P->P,25,0.625,0.2156,False
mistral-small-3.2-24b/s09/desperate/run-2/neutral,mistral-small-3.2-24b/s09/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Desperate,2,neutral,python_exec,1,P->P,25,0.625,0.9305,False
mistral-small-3.2-24b/s09/desperate/run-2/affective,mistral-small-3.2-24b/s09/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Desperate,2,affective,python_exec,1,P->P,25,0.625,0.9305,False
mistral-small-3.2-24b/s09/calm/run-1/neutral,mistral-small-3.2-24b/s09/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Calm,1,neutral,python_exec,1,P->P,25,0.625,0.5117,False
mistral-small-3.2-24b/s09/calm/run-1/affective,mistral-small-3.2-24b/s09/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Calm,1,affective,python_exec,1,P->P,25,0.625,0.5117,False
mistral-small-3.2-24b/s09/calm/run-2/neutral,mistral-small-3.2-24b/s09/calm/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Calm,2,neutral,python_exec,1,P->P,25,0.625,0.9788,False
mistral-small-3.2-24b/s09/calm/run-2/affective,mistral-small-3.2-24b/s09/calm/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Calm,2,affective,python_exec,1,P->P,25,0.625,0.9788,False
mistral-small-3.2-24b/s09/afraid/run-1/neutral,mistral-small-3.2-24b/s09/afraid/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Afraid,1,neutral,python_exec,1,P->P,25,0.625,1.7411,False
mistral-small-3.2-24b/s09/afraid/run-1/affective,mistral-small-3.2-24b/s09/afraid/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Afraid,1,affective,python_exec,1,P->P,25,0.625,1.7411,False
mistral-small-3.2-24b/s09/afraid/run-2/neutral,mistral-small-3.2-24b/s09/afraid/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Afraid,2,neutral,python_exec,1,P->P,25,0.625,-0.0419,False
mistral-small-3.2-24b/s09/afraid/run-2/affective,mistral-small-3.2-24b/s09/afraid/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Afraid,2,affective,python_exec,1,P->P,25,0.625,-0.0419,False
mistral-small-3.2-24b/s09/loving/run-1/neutral,mistral-small-3.2-24b/s09/loving/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Loving,1,neutral,python_exec,1,P->P,25,0.625,0.491,False
mistral-small-3.2-24b/s09/loving/run-1/affective,mistral-small-3.2-24b/s09/loving/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Loving,1,affective,python_exec,1,P->P,25,0.625,0.491,False
mistral-small-3.2-24b/s09/loving/run-2/neutral,mistral-small-3.2-24b/s09/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Loving,2,neutral,review_only,0,F,25,0.625,0.1409,False
mistral-small-3.2-24b/s09/loving/run-2/affective,mistral-small-3.2-24b/s09/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Loving,2,affective,python_exec,1,F,25,0.625,0.1409,False
mistral-small-3.2-24b/s09/happy/run-1/neutral,mistral-small-3.2-24b/s09/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Happy,1,neutral,python_exec,1,P->P,25,0.625,0.4543,False
mistral-small-3.2-24b/s09/happy/run-1/affective,mistral-small-3.2-24b/s09/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Happy,1,affective,python_exec,1,P->P,25,0.625,0.4543,False
mistral-small-3.2-24b/s09/happy/run-2/neutral,mistral-small-3.2-24b/s09/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Happy,2,neutral,python_exec,1,P->P,25,0.625,0.9359,False
mistral-small-3.2-24b/s09/happy/run-2/affective,mistral-small-3.2-24b/s09/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Happy,2,affective,python_exec,1,P->P,25,0.625,0.9359,False
mistral-small-3.2-24b/s09/angry/run-1/neutral,mistral-small-3.2-24b/s09/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Angry,1,neutral,python_exec,1,P->P,25,0.625,1.3028,False
mistral-small-3.2-24b/s09/angry/run-1/affective,mistral-small-3.2-24b/s09/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Angry,1,affective,python_exec,1,P->P,25,0.625,1.3028,False
mistral-small-3.2-24b/s09/angry/run-2/neutral,mistral-small-3.2-24b/s09/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Angry,2,neutral,python_exec,1,P->P,25,0.625,0.6508,False
mistral-small-3.2-24b/s09/angry/run-2/affective,mistral-small-3.2-24b/s09/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Angry,2,affective,python_exec,1,P->P,25,0.625,0.6508,False
mistral-small-3.2-24b/s09/guilty/run-1/neutral,mistral-small-3.2-24b/s09/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Guilty,1,neutral,python_exec,1,P->P,25,0.625,1.5887,False
mistral-small-3.2-24b/s09/guilty/run-1/affective,mistral-small-3.2-24b/s09/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Guilty,1,affective,python_exec,1,P->P,25,0.625,1.5887,False
mistral-small-3.2-24b/s09/guilty/run-2/neutral,mistral-small-3.2-24b/s09/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Guilty,2,neutral,python_exec,1,P->P,25,0.625,0.5558,False
mistral-small-3.2-24b/s09/guilty/run-2/affective,mistral-small-3.2-24b/s09/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Guilty,2,affective,python_exec,1,P->P,25,0.625,0.5558,False
mistral-small-3.2-24b/s09/anxious/run-1/neutral,mistral-small-3.2-24b/s09/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Anxious,1,neutral,python_exec,1,P->P,25,0.625,1.061,False
mistral-small-3.2-24b/s09/anxious/run-1/affective,mistral-small-3.2-24b/s09/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Anxious,1,affective,python_exec,1,P->P,25,0.625,1.061,False
mistral-small-3.2-24b/s09/anxious/run-2/neutral,mistral-small-3.2-24b/s09/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Anxious,2,neutral,python_exec,1,P->P,25,0.625,1.2559,False
mistral-small-3.2-24b/s09/anxious/run-2/affective,mistral-small-3.2-24b/s09/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S09,Anxious,2,affective,python_exec,1,P->P,25,0.625,1.2559,False
mistral-small-3.2-24b/s10/desperate/run-1/neutral,mistral-small-3.2-24b/s10/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Desperate,1,neutral,python_exec,1,P->P,25,0.625,-0.0818,False
mistral-small-3.2-24b/s10/desperate/run-1/affective,mistral-small-3.2-24b/s10/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Desperate,1,affective,python_exec,1,P->P,25,0.625,-0.0818,False
mistral-small-3.2-24b/s10/desperate/run-2/neutral,mistral-small-3.2-24b/s10/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Desperate,2,neutral,python_exec,1,P->P,25,0.625,0.8685,False
mistral-small-3.2-24b/s10/desperate/run-2/affective,mistral-small-3.2-24b/s10/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Desperate,2,affective,python_exec,1,P->P,25,0.625,0.8685,False
mistral-small-3.2-24b/s10/calm/run-1/neutral,mistral-small-3.2-24b/s10/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Calm,1,neutral,python_exec,1,P->P,25,0.625,0.4723,False
mistral-small-3.2-24b/s10/calm/run-1/affective,mistral-small-3.2-24b/s10/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Calm,1,affective,python_exec,1,P->P,25,0.625,0.4723,False
mistral-small-3.2-24b/s10/calm/run-2/neutral,mistral-small-3.2-24b/s10/calm/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Calm,2,neutral,python_exec,1,P->P,25,0.625,1.2356,False
mistral-small-3.2-24b/s10/calm/run-2/affective,mistral-small-3.2-24b/s10/calm/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Calm,2,affective,python_exec,1,P->P,25,0.625,1.2356,False
mistral-small-3.2-24b/s10/afraid/run-1/neutral,mistral-small-3.2-24b/s10/afraid/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Afraid,1,neutral,python_exec,1,P->P,25,0.625,0.5361,False
mistral-small-3.2-24b/s10/afraid/run-1/affective,mistral-small-3.2-24b/s10/afraid/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Afraid,1,affective,python_exec,1,P->P,25,0.625,0.5361,False
mistral-small-3.2-24b/s10/afraid/run-2/neutral,mistral-small-3.2-24b/s10/afraid/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Afraid,2,neutral,python_exec,1,P->P,25,0.625,0.643,False
mistral-small-3.2-24b/s10/afraid/run-2/affective,mistral-small-3.2-24b/s10/afraid/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Afraid,2,affective,python_exec,1,P->P,25,0.625,0.643,False
mistral-small-3.2-24b/s10/loving/run-1/neutral,mistral-small-3.2-24b/s10/loving/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Loving,1,neutral,python_exec,1,P->P,25,0.625,-0.3848,False
mistral-small-3.2-24b/s10/loving/run-1/affective,mistral-small-3.2-24b/s10/loving/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Loving,1,affective,python_exec,1,P->P,25,0.625,-0.3848,False
mistral-small-3.2-24b/s10/loving/run-2/neutral,mistral-small-3.2-24b/s10/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Loving,2,neutral,python_exec,1,P->P,25,0.625,0.5092,False
mistral-small-3.2-24b/s10/loving/run-2/affective,mistral-small-3.2-24b/s10/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Loving,2,affective,python_exec,1,P->P,25,0.625,0.5092,False
mistral-small-3.2-24b/s10/happy/run-1/neutral,mistral-small-3.2-24b/s10/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Happy,1,neutral,python_exec,1,P->P,25,0.625,0.3893,False
mistral-small-3.2-24b/s10/happy/run-1/affective,mistral-small-3.2-24b/s10/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Happy,1,affective,python_exec,1,P->P,25,0.625,0.3893,False
mistral-small-3.2-24b/s10/happy/run-2/neutral,mistral-small-3.2-24b/s10/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Happy,2,neutral,python_exec,1,P->P,25,0.625,0.4389,False
mistral-small-3.2-24b/s10/happy/run-2/affective,mistral-small-3.2-24b/s10/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Happy,2,affective,python_exec,1,P->P,25,0.625,0.4389,False
mistral-small-3.2-24b/s10/angry/run-1/neutral,mistral-small-3.2-24b/s10/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Angry,1,neutral,python_exec,1,P->P,25,0.625,0.1483,False
mistral-small-3.2-24b/s10/angry/run-1/affective,mistral-small-3.2-24b/s10/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Angry,1,affective,python_exec,1,P->P,25,0.625,0.1483,False
mistral-small-3.2-24b/s10/angry/run-2/neutral,mistral-small-3.2-24b/s10/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Angry,2,neutral,python_exec,1,P->P,25,0.625,0.7822,False
mistral-small-3.2-24b/s10/angry/run-2/affective,mistral-small-3.2-24b/s10/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Angry,2,affective,python_exec,1,P->P,25,0.625,0.7822,False
mistral-small-3.2-24b/s10/guilty/run-1/neutral,mistral-small-3.2-24b/s10/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Guilty,1,neutral,python_exec,1,P->P,25,0.625,0.3869,False
mistral-small-3.2-24b/s10/guilty/run-1/affective,mistral-small-3.2-24b/s10/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Guilty,1,affective,python_exec,1,P->P,25,0.625,0.3869,False
mistral-small-3.2-24b/s10/guilty/run-2/neutral,mistral-small-3.2-24b/s10/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Guilty,2,neutral,python_exec,1,P->P,25,0.625,0.2412,False
mistral-small-3.2-24b/s10/guilty/run-2/affective,mistral-small-3.2-24b/s10/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Guilty,2,affective,python_exec,1,P->P,25,0.625,0.2412,False
mistral-small-3.2-24b/s10/anxious/run-1/neutral,mistral-small-3.2-24b/s10/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Anxious,1,neutral,python_exec,1,P->P,25,0.625,-0.064,False
mistral-small-3.2-24b/s10/anxious/run-1/affective,mistral-small-3.2-24b/s10/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Anxious,1,affective,python_exec,1,P->P,25,0.625,-0.064,False
mistral-small-3.2-24b/s10/anxious/run-2/neutral,mistral-small-3.2-24b/s10/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Anxious,2,neutral,python_exec,1,P->P,25,0.625,-0.0578,False
mistral-small-3.2-24b/s10/anxious/run-2/affective,mistral-small-3.2-24b/s10/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S10,Anxious,2,affective,python_exec,1,P->P,25,0.625,-0.0578,False
mistral-small-3.2-24b/s11/desperate/run-1/neutral,mistral-small-3.2-24b/s11/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Desperate,1,neutral,python_exec,1,P->P,25,0.625,0.463,False
mistral-small-3.2-24b/s11/desperate/run-1/affective,mistral-small-3.2-24b/s11/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Desperate,1,affective,python_exec,1,P->P,25,0.625,0.463,False
mistral-small-3.2-24b/s11/desperate/run-2/neutral,mistral-small-3.2-24b/s11/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Desperate,2,neutral,review_only,0,F,25,0.625,0.0293,False
mistral-small-3.2-24b/s11/desperate/run-2/affective,mistral-small-3.2-24b/s11/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Desperate,2,affective,python_exec,1,F,25,0.625,0.0293,False
mistral-small-3.2-24b/s11/calm/run-1/neutral,mistral-small-3.2-24b/s11/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Calm,1,neutral,python_exec,1,P->P,25,0.625,0.5439,False
mistral-small-3.2-24b/s11/calm/run-1/affective,mistral-small-3.2-24b/s11/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Calm,1,affective,python_exec,1,P->P,25,0.625,0.5439,False
mistral-small-3.2-24b/s11/calm/run-2/neutral,mistral-small-3.2-24b/s11/calm/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Calm,2,neutral,python_exec,1,P->P,25,0.625,0.3706,False
mistral-small-3.2-24b/s11/calm/run-2/affective,mistral-small-3.2-24b/s11/calm/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Calm,2,affective,python_exec,1,P->P,25,0.625,0.3706,False
mistral-small-3.2-24b/s11/afraid/run-1/neutral,mistral-small-3.2-24b/s11/afraid/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Afraid,1,neutral,python_exec,1,P->P,25,0.625,-0.313,False
mistral-small-3.2-24b/s11/afraid/run-1/affective,mistral-small-3.2-24b/s11/afraid/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Afraid,1,affective,python_exec,1,P->P,25,0.625,-0.313,False
mistral-small-3.2-24b/s11/afraid/run-2/neutral,mistral-small-3.2-24b/s11/afraid/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Afraid,2,neutral,python_exec,1,P->P,25,0.625,0.4991,False
mistral-small-3.2-24b/s11/afraid/run-2/affective,mistral-small-3.2-24b/s11/afraid/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Afraid,2,affective,python_exec,1,P->P,25,0.625,0.4991,False
mistral-small-3.2-24b/s11/loving/run-1/neutral,mistral-small-3.2-24b/s11/loving/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Loving,1,neutral,python_exec,1,P->P,25,0.625,0.023,False
mistral-small-3.2-24b/s11/loving/run-1/affective,mistral-small-3.2-24b/s11/loving/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Loving,1,affective,python_exec,1,P->P,25,0.625,0.023,False
mistral-small-3.2-24b/s11/loving/run-2/neutral,mistral-small-3.2-24b/s11/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Loving,2,neutral,python_exec,1,P->P,25,0.625,1.1656,False
mistral-small-3.2-24b/s11/loving/run-2/affective,mistral-small-3.2-24b/s11/loving/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Loving,2,affective,python_exec,1,P->P,25,0.625,1.1656,False
mistral-small-3.2-24b/s11/happy/run-1/neutral,mistral-small-3.2-24b/s11/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Happy,1,neutral,review_only,0,F,25,0.625,1.3201,False
mistral-small-3.2-24b/s11/happy/run-1/affective,mistral-small-3.2-24b/s11/happy/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Happy,1,affective,python_exec,1,F,25,0.625,1.3201,False
mistral-small-3.2-24b/s11/happy/run-2/neutral,mistral-small-3.2-24b/s11/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Happy,2,neutral,python_exec,1,P->P,25,0.625,0.7622,False
mistral-small-3.2-24b/s11/happy/run-2/affective,mistral-small-3.2-24b/s11/happy/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Happy,2,affective,python_exec,1,P->P,25,0.625,0.7622,False
mistral-small-3.2-24b/s11/angry/run-1/neutral,mistral-small-3.2-24b/s11/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Angry,1,neutral,python_exec,1,P->P,25,0.625,1.153,False
mistral-small-3.2-24b/s11/angry/run-1/affective,mistral-small-3.2-24b/s11/angry/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Angry,1,affective,python_exec,1,P->P,25,0.625,1.153,False
mistral-small-3.2-24b/s11/angry/run-2/neutral,mistral-small-3.2-24b/s11/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Angry,2,neutral,python_exec,1,P->P,25,0.625,0.7045,False
mistral-small-3.2-24b/s11/angry/run-2/affective,mistral-small-3.2-24b/s11/angry/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Angry,2,affective,python_exec,1,P->P,25,0.625,0.7045,False
mistral-small-3.2-24b/s11/guilty/run-1/neutral,mistral-small-3.2-24b/s11/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Guilty,1,neutral,python_exec,1,P->P,25,0.625,0.9881,False
mistral-small-3.2-24b/s11/guilty/run-1/affective,mistral-small-3.2-24b/s11/guilty/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Guilty,1,affective,python_exec,1,P->P,25,0.625,0.9881,False
mistral-small-3.2-24b/s11/guilty/run-2/neutral,mistral-small-3.2-24b/s11/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Guilty,2,neutral,python_exec,1,P->P,25,0.625,0.0994,False
mistral-small-3.2-24b/s11/guilty/run-2/affective,mistral-small-3.2-24b/s11/guilty/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Guilty,2,affective,python_exec,1,P->P,25,0.625,0.0994,False
mistral-small-3.2-24b/s11/anxious/run-1/neutral,mistral-small-3.2-24b/s11/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Anxious,1,neutral,python_exec,1,P->P,25,0.625,0.1542,False
mistral-small-3.2-24b/s11/anxious/run-1/affective,mistral-small-3.2-24b/s11/anxious/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Anxious,1,affective,python_exec,1,P->P,25,0.625,0.1542,False
mistral-small-3.2-24b/s11/anxious/run-2/neutral,mistral-small-3.2-24b/s11/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Anxious,2,neutral,python_exec,1,P->P,25,0.625,0.9435,False
mistral-small-3.2-24b/s11/anxious/run-2/affective,mistral-small-3.2-24b/s11/anxious/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S11,Anxious,2,affective,python_exec,1,P->P,25,0.625,0.9435,False
mistral-small-3.2-24b/s12/desperate/run-1/neutral,mistral-small-3.2-24b/s12/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S12,Desperate,1,neutral,python_exec,1,P->P,25,0.625,0.0845,False
mistral-small-3.2-24b/s12/desperate/run-1/affective,mistral-small-3.2-24b/s12/desperate/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S12,Desperate,1,affective,python_exec,1,P->P,25,0.625,0.0845,False
mistral-small-3.2-24b/s12/desperate/run-2/neutral,mistral-small-3.2-24b/s12/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S12,Desperate,2,neutral,python_exec,1,P->P,25,0.625,1.5896,False
mistral-small-3.2-24b/s12/desperate/run-2/affective,mistral-small-3.2-24b/s12/desperate/run-2,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S12,Desperate,2,affective,python_exec,1,P->P,25,0.625,1.5896,False
mistral-small-3.2-24b/s12/calm/run-1/neutral,mistral-small-3.2-24b/s12/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S12,Calm,1,neutral,python_exec,1,P->P,25,0.625,1.2487,False
mistral-small-3.2-24b/s12/calm/run-1/affective,mistral-small-3.2-24b/s12/calm/run-1,mistral-small-3.2-24b,Mistral-Small-3.2-24B,S12,Calm,1,affective,python_exec,1,P->P,25,0.625,1.2487,False
